sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
WorldCup_far_1920x1080_30p,27,veryfast,qp,27.0,27.0,0.0,0.0
Aerial3200,32,veryfast,qp,32.0,32.0,0.0,0.0
Boat,32,veryfast,qp,32.0,32.0,0.0,0.0
BoxingPractice,32,veryfast,qp,32.0,32.0,0.0,0.0
Crosswalk,32,veryfast,qp,32.0,32.0,0.0,0.0
CrowdRun,32,veryfast,qp,32.0,32.0,0.0,0.0
DinnerSceneCropped,32,veryfast,qp,32.0,32.0,0.0,0.0
FoodMarket,32,veryfast,qp,32.0,32.0,0.0,0.0
FoodMarket2,32,veryfast,qp,32.0,32.0,0.0,0.0
MeridianTalk_sdr,32,veryfast,qp,32.0,32.0,0.0,0.0
Motorcycle,32,veryfast,qp,32.0,32.0,0.0,0.0
MountainBike,32,veryfast,qp,32.0,32.0,0.0,0.0
Neon1224,32,veryfast,qp,32.0,32.0,0.0,0.0
NocturneDance_3840x2160p_8bit,32,veryfast,qp,32.0,32.0,0.0,0.0
OldTownCross,32,veryfast,qp,32.0,32.0,0.0,0.0
PedestrianArea,32,veryfast,qp,32.0,32.0,0.0,0.0
PierSeaSide,32,veryfast,qp,32.0,32.0,0.0,0.0
RitualDance,32,veryfast,qp,32.0,32.0,0.0,0.0
Riverbed,32,veryfast,qp,32.0,32.0,0.0,0.0
RushFieldCuts,32,veryfast,qp,32.0,32.0,0.0,0.0
Skater227,32,veryfast,qp,32.0,32.0,0.0,0.0
Tango,32,veryfast,qp,32.0,32.0,0.0,0.0
TimeLapse,32,veryfast,qp,32.0,32.0,0.0,0.0
ToddlerFountain,32,veryfast,qp,32.0,32.0,0.0,0.0
TreesAndGrass_1920_1080,32,veryfast,qp,32.0,32.0,0.0,0.0
TunnelFlag,32,veryfast,qp,32.0,32.0,0.0,0.0
Vertical_Carnaby,32,veryfast,qp,32.0,32.0,0.0,0.0
Vertical_bees,32,veryfast,qp,32.0,32.0,0.0,0.0
WalkingInStreet,32,veryfast,qp,32.0,32.0,0.0,0.0
WorldCup_1920x1080_30p,32,veryfast,qp,32.0,32.0,0.0,0.0
WorldCup_far_1920x1080_30p,32,veryfast,qp,32.0,32.0,0.0,0.0
Aerial3200,37,veryfast,qp,37.0,37.0,0.0,0.0
Boat,37,veryfast,qp,37.0,37.0,0.0,0.0
BoxingPractice,37,veryfast,qp,37.0,37.0,0.0,0.0
Crosswalk,37,veryfast,qp,37.0,37.0,0.0,0.0
CrowdRun,37,veryfast,qp,37.0,37.0,0.0,0.0
DinnerSceneCropped,37,veryfast,qp,37.0,37.0,0.0,0.0
FoodMarket,37,veryfast,qp,37.0,37.0,0.0,0.0
FoodMarket2,37,veryfast,qp,37.0,37.0,0.0,0.0
MeridianTalk_sdr,37,veryfast,qp,37.0,37.0,0.0,0.0
Motorcycle,37,veryfast,qp,37.0,37.0,0.0,0.0
MountainBike,37,veryfast,qp,37.0,37.0,0.0,0.0
Neon1224,37,veryfast,qp,37.0,37.0,0.0,0.0
NocturneDance_3840x2160p_8bit,37,veryfast,qp,37.0,37.0,0.0,0.0
OldTownCross,37,veryfast,qp,37.0,37.0,0.0,0.0
PedestrianArea,37,veryfast,qp,37.0,37.0,0.0,0.0
PierSeaSide,37,veryfast,qp,37.0,37.0,0.0,0.0
RitualDance,37,veryfast,qp,37.0,37.0,0.0,0.0
Riverbed,37,veryfast,qp,37.0,37.0,0.0,0.0
RushFieldCuts,37,veryfast,qp,37.0,37.0,0.0,0.0
Skater227,37,veryfast,qp,37.0,37.0,0.0,0.0
Tango,37,veryfast,qp,37.0,37.0,0.0,0.0
TimeLapse,37,veryfast,qp,37.0,37.0,0.0,0.0
ToddlerFountain,37,veryfast,qp,37.0,37.0,0.0,0.0
TreesAndGrass_1920_1080,37,veryfast,qp,37.0,37.0,0.0,0.0
TunnelFlag,37,veryfast,qp,37.0,37.0,0.0,0.0
Vertical_Carnaby,37,veryfast,qp,37.0,37.0,0.0,0.0
Vertical_bees,37,veryfast,qp,37.0,37.0,0.0,0.0
WalkingInStreet,37,veryfast,qp,37.0,37.0,0.0,0.0
WorldCup_1920x1080_30p,37,veryfast,qp,37.0,37.0,0.0,0.0
WorldCup_far_1920x1080_30p,37,veryfast,qp,37.0,37.0,0.0,0.0
Aerial3200,22,fast,branch-instructions,130468296943.0,,,
Boat,22,fast,branch-instructions,133588555391.0,,,
BoxingPractice,22,fast,branch-instructions,410460699074.0,,,
Crosswalk,22,fast,branch-instructions,409258927917.0,,,
CrowdRun,22,fast,branch-instructions,158437979092.0,,,
DinnerSceneCropped,22,fast,branch-instructions,138650603821.0,,,
FoodMarket,22,fast,branch-instructions,129829919350.0,,,
FoodMarket2,22,fast,branch-instructions,421409083018.0,,,
MeridianTalk_sdr,22,fast,branch-instructions,104632602663.0,,,
Motorcycle,22,fast,branch-instructions,119066956826.0,,,
MountainBike,22,fast,branch-instructions,122721123936.0,,,
Neon1224,22,fast,branch-instructions,343940674547.0,,,
NocturneDance_3840x2160p_8bit,22,fast,branch-instructions,360868721345.0,,,
OldTownCross,22,fast,branch-instructions,161034833421.0,,,
PedestrianArea,22,fast,branch-instructions,106369639822.0,,,
PierSeaSide,22,fast,branch-instructions,388675951992.0,,,
RitualDance,22,fast,branch-instructions,82446116916.0,,,
Riverbed,22,fast,branch-instructions,121041170338.0,,,
RushFieldCuts,22,fast,branch-instructions,122108566190.0,,,
Skater227,22,fast,branch-instructions,,,,
Tango,22,fast,branch-instructions,471172766431.0,,,
TimeLapse,22,fast,branch-instructions,393525750026.0,,,
ToddlerFountain,22,fast,branch-instructions,133644891436.0,,,
TreesAndGrass_1920_1080,22,fast,branch-instructions,147780649926.0,,,
TunnelFlag,22,fast,branch-instructions,111157966018.0,,,
Vertical_Carnaby,22,fast,branch-instructions,77492997039.0,,,
Vertical_bees,22,fast,branch-instructions,89921947527.0,,,
WalkingInStreet,22,fast,branch-instructions,140571762839.0,,,
WorldCup_1920x1080_30p,22,fast,branch-instructions,79220420162.0,,,
WorldCup_far_1920x1080_30p,22,fast,branch-instructions,106749165977.0,,,
Aerial3200,27,fast,branch-instructions,113930607161.0,,,
Boat,27,fast,branch-instructions,116747139558.0,,,
BoxingPractice,27,fast,branch-instructions,333816977954.0,,,
Crosswalk,27,fast,branch-instructions,328536497910.0,0.0,-328536497910.0,-1.0
CrowdRun,27,fast,branch-instructions,132595215760.0,,,
DinnerSceneCropped,27,fast,branch-instructions,103009415614.0,,,
FoodMarket,27,fast,branch-instructions,99863302183.0,,,
FoodMarket2,27,fast,branch-instructions,353937508561.0,,,
MeridianTalk_sdr,27,fast,branch-instructions,81334901150.0,,,
Motorcycle,27,fast,branch-instructions,106054865507.0,0.0,-106054865507.0,-1.0
MountainBike,27,fast,branch-instructions,109203843760.0,,,
Neon1224,27,fast,branch-instructions,305270253495.0,,,
NocturneDance_3840x2160p_8bit,27,fast,branch-instructions,314680542741.0,,,
OldTownCross,27,fast,branch-instructions,123821288504.0,,,
PedestrianArea,27,fast,branch-instructions,83994631903.0,,,
PierSeaSide,27,fast,branch-instructions,321980349537.0,,,
RitualDance,27,fast,branch-instructions,73315582970.0,,,
Riverbed,27,fast,branch-instructions,98834847495.0,,,
RushFieldCuts,27,fast,branch-instructions,107080544544.0,,,
Skater227,27,fast,branch-instructions,0.0,,,
Tango,27,fast,branch-instructions,359374454173.0,,,
TimeLapse,27,fast,branch-instructions,333431089915.0,,,
ToddlerFountain,27,fast,branch-instructions,112508909981.0,,,
TreesAndGrass_1920_1080,27,fast,branch-instructions,132419623561.0,,,
TunnelFlag,27,fast,branch-instructions,93640991087.0,,,
Vertical_Carnaby,27,fast,branch-instructions,70017401143.0,,,
Vertical_bees,27,fast,branch-instructions,80701893895.0,,,
WalkingInStreet,27,fast,branch-instructions,127282945851.0,,,
WorldCup_1920x1080_30p,27,fast,branch-instructions,71237445572.0,,,
WorldCup_far_1920x1080_30p,27,fast,branch-instructions,94114913916.0,,,
Aerial3200,32,fast,branch-instructions,99584552186.0,,,
Boat,32,fast,branch-instructions,101159723768.0,,,
BoxingPractice,32,fast,branch-instructions,285950642834.0,,,
Crosswalk,32,fast,branch-instructions,285751173400.0,,,
CrowdRun,32,fast,branch-instructions,110145673471.0,,,
DinnerSceneCropped,32,fast,branch-instructions,78814891699.0,,,
FoodMarket,32,fast,branch-instructions,82553338393.0,,,
FoodMarket2,32,fast,branch-instructions,311483604668.0,,,
MeridianTalk_sdr,32,fast,branch-instructions,70276886626.0,,,
Motorcycle,32,fast,branch-instructions,93610269149.0,,,
MountainBike,32,fast,branch-instructions,96085985201.0,,,
Neon1224,32,fast,branch-instructions,273557862735.0,,,
NocturneDance_3840x2160p_8bit,32,fast,branch-instructions,276268895001.0,,,
OldTownCross,32,fast,branch-instructions,93341917828.0,,,
PedestrianArea,32,fast,branch-instructions,72721853451.0,,,
PierSeaSide,32,fast,branch-instructions,281426765406.0,,,
RitualDance,32,fast,branch-instructions,66758511912.0,,,
Riverbed,32,fast,branch-instructions,85062206450.0,,,
RushFieldCuts,32,fast,branch-instructions,91728587224.0,,,
Skater227,32,fast,branch-instructions,,,,
Tango,32,fast,branch-instructions,301366815005.0,,,
TimeLapse,32,fast,branch-instructions,292362766394.0,,,
ToddlerFountain,32,fast,branch-instructions,94858808570.0,,,
TreesAndGrass_1920_1080,32,fast,branch-instructions,117165676943.0,,,
TunnelFlag,32,fast,branch-instructions,80311548980.0,,,
Vertical_Carnaby,32,fast,branch-instructions,64149778714.0,,,
Vertical_bees,32,fast,branch-instructions,73118537299.0,,,
WalkingInStreet,32,fast,branch-instructions,109939550802.0,,,
WorldCup_1920x1080_30p,32,fast,branch-instructions,65255080806.0,,,
WorldCup_far_1920x1080_30p,32,fast,branch-instructions,83202978883.0,,,
Aerial3200,37,fast,branch-instructions,88372588167.0,,,
Boat,37,fast,branch-instructions,88639319769.0,,,
BoxingPractice,37,fast,branch-instructions,261153952407.0,,,
Crosswalk,37,fast,branch-instructions,262462363801.0,,,
CrowdRun,37,fast,branch-instructions,93381746241.0,,,
DinnerSceneCropped,37,fast,branch-instructions,66712901122.0,,,
FoodMarket,37,fast,branch-instructions,73258217320.0,,,
FoodMarket2,37,fast,branch-instructions,284094194585.0,,,
MeridianTalk_sdr,37,fast,branch-instructions,64278855762.0,,,
Motorcycle,37,fast,branch-instructions,83151223884.0,,,
MountainBike,37,fast,branch-instructions,85009850693.0,,,
Neon1224,37,fast,branch-instructions,250316358375.0,,,
NocturneDance_3840x2160p_8bit,37,fast,branch-instructions,251175394945.0,,,
OldTownCross,37,fast,branch-instructions,77831043773.0,,,
PedestrianArea,37,fast,branch-instructions,66832633137.0,,,
PierSeaSide,37,fast,branch-instructions,254965946061.0,,,
RitualDance,37,fast,branch-instructions,61947599545.0,,,
Riverbed,37,fast,branch-instructions,76584280680.0,,,
RushFieldCuts,37,fast,branch-instructions,80291527340.0,,,
Skater227,37,fast,branch-instructions,,,,
Tango,37,fast,branch-instructions,271990440580.0,,,
TimeLapse,37,fast,branch-instructions,266037669904.0,,,
ToddlerFountain,37,fast,branch-instructions,80654994839.0,,,
TreesAndGrass_1920_1080,37,fast,branch-instructions,102891003432.0,0.0,-102891003432.0,-1.0
TunnelFlag,37,fast,branch-instructions,71679065246.0,,,
Vertical_Carnaby,37,fast,branch-instructions,60354948527.0,,,
Vertical_bees,37,fast,branch-instructions,67612494827.0,,,
WalkingInStreet,37,fast,branch-instructions,94912157176.0,,,
WorldCup_1920x1080_30p,37,fast,branch-instructions,61312903590.0,,,
WorldCup_far_1920x1080_30p,37,fast,branch-instructions,75077537366.0,,,
Aerial3200,22,faster,branch-instructions,130509940277.0,,,
Boat,22,faster,branch-instructions,133607896255.0,,,
BoxingPractice,22,faster,branch-instructions,410374451501.0,,,
Crosswalk,22,faster,branch-instructions,409213454156.0,,,
CrowdRun,22,faster,branch-instructions,158466159002.0,,,
DinnerSceneCropped,22,faster,branch-instructions,138672981450.0,,,
FoodMarket,22,faster,branch-instructions,129923242149.0,,,
FoodMarket2,22,faster,branch-instructions,421332037040.0,,,
MeridianTalk_sdr,22,faster,branch-instructions,104624040884.0,,,
Motorcycle,22,faster,branch-instructions,119141154553.0,,,
MountainBike,22,faster,branch-instructions,122741760447.0,,,
Neon1224,22,faster,branch-instructions,343891903182.0,,,
NocturneDance_3840x2160p_8bit,22,faster,branch-instructions,360875241818.0,,,
OldTownCross,22,faster,branch-instructions,160988147879.0,,,
PedestrianArea,22,faster,branch-instructions,106358419610.0,,,
PierSeaSide,22,faster,branch-instructions,388450072384.0,,,
RitualDance,22,faster,branch-instructions,82481051857.0,,,
Riverbed,22,faster,branch-instructions,121094530767.0,,,
RushFieldCuts,22,faster,branch-instructions,122074264861.0,,,
Skater227,22,faster,branch-instructions,,,,
Tango,22,faster,branch-instructions,471086186300.0,,,
TimeLapse,22,faster,branch-instructions,393553049008.0,,,
ToddlerFountain,22,faster,branch-instructions,133689611204.0,,,
TreesAndGrass_1920_1080,22,faster,branch-instructions,147677090700.0,,,
TunnelFlag,22,faster,branch-instructions,111226406128.0,,,
Vertical_Carnaby,22,faster,branch-instructions,78404274883.0,,,
Vertical_bees,22,faster,branch-instructions,89891437744.0,,,
WalkingInStreet,22,faster,branch-instructions,140600371908.0,,,
WorldCup_1920x1080_30p,22,faster,branch-instructions,78230852219.0,,,
WorldCup_far_1920x1080_30p,22,faster,branch-instructions,106769152610.0,,,
Aerial3200,27,faster,branch-instructions,113944802928.0,427163.0,-113944375765.0,-0.9999962511409997
Boat,27,faster,branch-instructions,116730464474.0,,,
BoxingPractice,27,faster,branch-instructions,333800848315.0,0.0,-333800848315.0,-1.0
Crosswalk,27,faster,branch-instructions,328459378526.0,,,
CrowdRun,27,faster,branch-instructions,132647187253.0,,,
DinnerSceneCropped,27,faster,branch-instructions,102971317229.0,,,
FoodMarket,27,faster,branch-instructions,99902449352.0,,,
FoodMarket2,27,faster,branch-instructions,354016789916.0,,,
MeridianTalk_sdr,27,faster,branch-instructions,81295019201.0,,,
Motorcycle,27,faster,branch-instructions,106016619697.0,,,
MountainBike,27,faster,branch-instructions,109181630888.0,,,
Neon1224,27,faster,branch-instructions,305149908251.0,,,
NocturneDance_3840x2160p_8bit,27,faster,branch-instructions,314739840393.0,,,
OldTownCross,27,faster,branch-instructions,123962459487.0,,,
PedestrianArea,27,faster,branch-instructions,84029006149.0,,,
PierSeaSide,27,faster,branch-instructions,322045570328.0,,,
RitualDance,27,faster,branch-instructions,73319731438.0,,,
Riverbed,27,faster,branch-instructions,98828712227.0,,,
RushFieldCuts,27,faster,branch-instructions,107099859003.0,,,
Skater227,27,faster,branch-instructions,,,,
Tango,27,faster,branch-instructions,359489273842.0,,,
TimeLapse,27,faster,branch-instructions,333288204667.0,,,
ToddlerFountain,27,faster,branch-instructions,112496572121.0,,,
TreesAndGrass_1920_1080,27,faster,branch-instructions,132422602520.0,,,
TunnelFlag,27,faster,branch-instructions,93611052463.0,,,
Vertical_Carnaby,27,faster,branch-instructions,70901797700.0,,,
Vertical_bees,27,faster,branch-instructions,80699335316.0,,,
WalkingInStreet,27,faster,branch-instructions,127223825293.0,,,
WorldCup_1920x1080_30p,27,faster,branch-instructions,70369980645.0,,,
WorldCup_far_1920x1080_30p,27,faster,branch-instructions,94142923617.0,297723.0,-94142625894.0,-0.9999968375424455
Aerial3200,32,faster,branch-instructions,99560113729.0,,,
Boat,32,faster,branch-instructions,101179248962.0,,,
BoxingPractice,32,faster,branch-instructions,286090683392.0,,,
Crosswalk,32,faster,branch-instructions,285883650940.0,,,
CrowdRun,32,faster,branch-instructions,110212714028.0,,,
DinnerSceneCropped,32,faster,branch-instructions,78890919946.0,,,
FoodMarket,32,faster,branch-instructions,82553298789.0,,,
FoodMarket2,32,faster,branch-instructions,311481952468.0,,,
MeridianTalk_sdr,32,faster,branch-instructions,70260173802.0,,,
Motorcycle,32,faster,branch-instructions,93598486457.0,,,
MountainBike,32,faster,branch-instructions,96107280909.0,,,
Neon1224,32,faster,branch-instructions,273454327460.0,0.0,-273454327460.0,-1.0
NocturneDance_3840x2160p_8bit,32,faster,branch-instructions,276369900722.0,,,
OldTownCross,32,faster,branch-instructions,93359389133.0,0.0,-93359389133.0,-1.0
PedestrianArea,32,faster,branch-instructions,72780467466.0,,,
PierSeaSide,32,faster,branch-instructions,281500292670.0,,,
RitualDance,32,faster,branch-instructions,66772711169.0,,,
Riverbed,32,faster,branch-instructions,84999618062.0,,,
RushFieldCuts,32,faster,branch-instructions,91718103558.0,,,
Skater227,32,faster,branch-instructions,,,,
Tango,32,faster,branch-instructions,301278713153.0,,,
TimeLapse,32,faster,branch-instructions,292505494973.0,,,
ToddlerFountain,32,faster,branch-instructions,94845224711.0,9475.0,-94845215236.0,-0.9999999001004001
TreesAndGrass_1920_1080,32,faster,branch-instructions,117238354666.0,,,
TunnelFlag,32,faster,branch-instructions,80280311781.0,,,
Vertical_Carnaby,32,faster,branch-instructions,64238116496.0,,,
Vertical_bees,32,faster,branch-instructions,73188444219.0,,,
WalkingInStreet,32,faster,branch-instructions,109951583905.0,,,
WorldCup_1920x1080_30p,32,faster,branch-instructions,65194580580.0,,,
WorldCup_far_1920x1080_30p,32,faster,branch-instructions,83273437191.0,,,
Aerial3200,37,faster,branch-instructions,88332011938.0,,,
Boat,37,faster,branch-instructions,88693027341.0,,,
BoxingPractice,37,faster,branch-instructions,261189967437.0,0.0,-261189967437.0,-1.0
Crosswalk,37,faster,branch-instructions,262458254699.0,,,
CrowdRun,37,faster,branch-instructions,93418248282.0,,,
DinnerSceneCropped,37,faster,branch-instructions,66726939350.0,,,
FoodMarket,37,faster,branch-instructions,73231854030.0,,,
FoodMarket2,37,faster,branch-instructions,284053165317.0,,,
MeridianTalk_sdr,37,faster,branch-instructions,64373647979.0,,,
Motorcycle,37,faster,branch-instructions,83086435077.0,,,
MountainBike,37,faster,branch-instructions,84975580295.0,,,
Neon1224,37,faster,branch-instructions,250356772336.0,,,
NocturneDance_3840x2160p_8bit,37,faster,branch-instructions,251077069042.0,,,
OldTownCross,37,faster,branch-instructions,77745554310.0,,,
PedestrianArea,37,faster,branch-instructions,66791101003.0,,,
PierSeaSide,37,faster,branch-instructions,255011386422.0,,,
RitualDance,37,faster,branch-instructions,61952044580.0,,,
Riverbed,37,faster,branch-instructions,76539588734.0,,,
RushFieldCuts,37,faster,branch-instructions,80281799422.0,,,
Skater227,37,faster,branch-instructions,,,,
Tango,37,faster,branch-instructions,272004908062.0,,,
TimeLapse,37,faster,branch-instructions,266207169582.0,,,
ToddlerFountain,37,faster,branch-instructions,80604779694.0,,,
TreesAndGrass_1920_1080,37,faster,branch-instructions,102830501775.0,,,
TunnelFlag,37,faster,branch-instructions,71700006838.0,,,
Vertical_Carnaby,37,faster,branch-instructions,60327061645.0,,,
Vertical_bees,37,faster,branch-instructions,67654676203.0,,,
WalkingInStreet,37,faster,branch-instructions,94907181593.0,,,
WorldCup_1920x1080_30p,37,faster,branch-instructions,61306735368.0,,,
WorldCup_far_1920x1080_30p,37,faster,branch-instructions,75058469790.0,,,
Aerial3200,22,superfast,branch-instructions,128474003919.0,,,
Boat,22,superfast,branch-instructions,128995345601.0,,,
BoxingPractice,22,superfast,branch-instructions,396110926467.0,,,
Crosswalk,22,superfast,branch-instructions,391049610793.0,,,
CrowdRun,22,superfast,branch-instructions,151928505949.0,,,
DinnerSceneCropped,22,superfast,branch-instructions,131626388263.0,,,
FoodMarket,22,superfast,branch-instructions,124054099673.0,,,
FoodMarket2,22,superfast,branch-instructions,408040313295.0,,,
MeridianTalk_sdr,22,superfast,branch-instructions,100251634265.0,,,
Motorcycle,22,superfast,branch-instructions,115595630851.0,,,
MountainBike,22,superfast,branch-instructions,118848072993.0,,,
Neon1224,22,superfast,branch-instructions,334895889888.0,,,
NocturneDance_3840x2160p_8bit,22,superfast,branch-instructions,351593714651.0,,,
OldTownCross,22,superfast,branch-instructions,153980320103.0,,,
PedestrianArea,22,superfast,branch-instructions,102893458123.0,,,
PierSeaSide,22,superfast,branch-instructions,375729439555.0,,,
RitualDance,22,superfast,branch-instructions,80303104723.0,,,
Riverbed,22,superfast,branch-instructions,116718502420.0,,,
RushFieldCuts,22,superfast,branch-instructions,117600863981.0,,,
Skater227,22,superfast,branch-instructions,0.0,,,
Tango,22,superfast,branch-instructions,448986967933.0,,,
TimeLapse,22,superfast,branch-instructions,380725828800.0,,,
ToddlerFountain,22,superfast,branch-instructions,128289442362.0,,,
TreesAndGrass_1920_1080,22,superfast,branch-instructions,141365360139.0,,,
TunnelFlag,22,superfast,branch-instructions,108085684643.0,,,
Vertical_Carnaby,22,superfast,branch-instructions,76236484232.0,,,
Vertical_bees,22,superfast,branch-instructions,87966813097.0,,,
WalkingInStreet,22,superfast,branch-instructions,139220128347.0,,,
WorldCup_1920x1080_30p,22,superfast,branch-instructions,77736818016.0,,,
WorldCup_far_1920x1080_30p,22,superfast,branch-instructions,104516405594.0,,,
Aerial3200,27,superfast,branch-instructions,112392202409.0,,,
Boat,27,superfast,branch-instructions,112643346994.0,,,
BoxingPractice,27,superfast,branch-instructions,323538589027.0,,,
Crosswalk,27,superfast,branch-instructions,315663152803.0,,,
CrowdRun,27,superfast,branch-instructions,127007865590.0,,,
DinnerSceneCropped,27,superfast,branch-instructions,98392045178.0,,,
FoodMarket,27,superfast,branch-instructions,95763752225.0,,,
FoodMarket2,27,superfast,branch-instructions,344131948034.0,,,
MeridianTalk_sdr,27,superfast,branch-instructions,78818183537.0,,,
Motorcycle,27,superfast,branch-instructions,103067769593.0,,,
MountainBike,27,superfast,branch-instructions,105751703271.0,,,
Neon1224,27,superfast,branch-instructions,299240867942.0,,,
NocturneDance_3840x2160p_8bit,27,superfast,branch-instructions,307752738243.0,,,
OldTownCross,27,superfast,branch-instructions,118341592579.0,,,
PedestrianArea,27,superfast,branch-instructions,81909549575.0,,,
PierSeaSide,27,superfast,branch-instructions,315480784499.0,,,
RitualDance,27,superfast,branch-instructions,71842263916.0,,,
Riverbed,27,superfast,branch-instructions,95389022744.0,,,
RushFieldCuts,27,superfast,branch-instructions,103388048035.0,,,
Skater227,27,superfast,branch-instructions,,,,
Tango,27,superfast,branch-instructions,343917353066.0,,,
TimeLapse,27,superfast,branch-instructions,324373789348.0,,,
ToddlerFountain,27,superfast,branch-instructions,108129276245.0,,,
TreesAndGrass_1920_1080,27,superfast,branch-instructions,126546123844.0,,,
TunnelFlag,27,superfast,branch-instructions,91520163143.0,,,
Vertical_Carnaby,27,superfast,branch-instructions,69114919991.0,,,
Vertical_bees,27,superfast,branch-instructions,79216815872.0,,,
WalkingInStreet,27,superfast,branch-instructions,125942498049.0,,,
WorldCup_1920x1080_30p,27,superfast,branch-instructions,70194575667.0,0.0,-70194575667.0,-1.0
WorldCup_far_1920x1080_30p,27,superfast,branch-instructions,92178329891.0,,,
Aerial3200,32,superfast,branch-instructions,98401024317.0,,,
Boat,32,superfast,branch-instructions,97595012789.0,,,
BoxingPractice,32,superfast,branch-instructions,281576590721.0,,,
Crosswalk,32,superfast,branch-instructions,280889861262.0,,,
CrowdRun,32,superfast,branch-instructions,105761835968.0,,,
DinnerSceneCropped,32,superfast,branch-instructions,76004539699.0,,,
FoodMarket,32,superfast,branch-instructions,79838941062.0,,,
FoodMarket2,32,superfast,branch-instructions,304730516512.0,,,
MeridianTalk_sdr,32,superfast,branch-instructions,69161793568.0,,,
Motorcycle,32,superfast,branch-instructions,91178727938.0,,,
MountainBike,32,superfast,branch-instructions,93269671063.0,,,
Neon1224,32,superfast,branch-instructions,270000432844.0,,,
NocturneDance_3840x2160p_8bit,32,superfast,branch-instructions,271635609527.0,,,
OldTownCross,32,superfast,branch-instructions,89550947973.0,,,
PedestrianArea,32,superfast,branch-instructions,71527320398.0,,,
PierSeaSide,32,superfast,branch-instructions,276958648506.0,,,
RitualDance,32,superfast,branch-instructions,65819879143.0,,,
Riverbed,32,superfast,branch-instructions,82057201968.0,,,
RushFieldCuts,32,superfast,branch-instructions,88980313889.0,,,
Skater227,32,superfast,branch-instructions,,,,
Tango,32,superfast,branch-instructions,294471935624.0,,,
TimeLapse,32,superfast,branch-instructions,286257733480.0,,,
ToddlerFountain,32,superfast,branch-instructions,91645665651.0,,,
TreesAndGrass_1920_1080,32,superfast,branch-instructions,112136997990.0,,,
TunnelFlag,32,superfast,branch-instructions,78987078173.0,,,
Vertical_Carnaby,32,superfast,branch-instructions,63617213768.0,,,
Vertical_bees,32,superfast,branch-instructions,72212280801.0,,,
WalkingInStreet,32,superfast,branch-instructions,108863334905.0,,,
WorldCup_1920x1080_30p,32,superfast,branch-instructions,64633046137.0,0.0,-64633046137.0,-1.0
WorldCup_far_1920x1080_30p,32,superfast,branch-instructions,81744355211.0,,,
Aerial3200,37,superfast,branch-instructions,87611649229.0,,,
Boat,37,superfast,branch-instructions,85797771827.0,,,
BoxingPractice,37,superfast,branch-instructions,258781240231.0,,,
Crosswalk,37,superfast,branch-instructions,260664965983.0,,,
CrowdRun,37,superfast,branch-instructions,90285476800.0,,,
DinnerSceneCropped,37,superfast,branch-instructions,66060214215.0,,,
FoodMarket,37,superfast,branch-instructions,71635347330.0,,,
FoodMarket2,37,superfast,branch-instructions,279619381644.0,,,
MeridianTalk_sdr,37,superfast,branch-instructions,63777262470.0,,,
Motorcycle,37,superfast,branch-instructions,81193087097.0,,,
MountainBike,37,superfast,branch-instructions,82801500548.0,,,
Neon1224,37,superfast,branch-instructions,248217735419.0,,,
NocturneDance_3840x2160p_8bit,37,superfast,branch-instructions,248010066139.0,,,
OldTownCross,37,superfast,branch-instructions,76014618567.0,,,
PedestrianArea,37,superfast,branch-instructions,66043375490.0,,,
PierSeaSide,37,superfast,branch-instructions,252298939906.0,,,
RitualDance,37,superfast,branch-instructions,61333428021.0,,,
Riverbed,37,superfast,branch-instructions,74142727739.0,,,
RushFieldCuts,37,superfast,branch-instructions,78375609358.0,,,
Skater227,37,superfast,branch-instructions,,,,
Tango,37,superfast,branch-instructions,269394743502.0,,,
TimeLapse,37,superfast,branch-instructions,261723725167.0,,,
ToddlerFountain,37,superfast,branch-instructions,78594425649.0,,,
TreesAndGrass_1920_1080,37,superfast,branch-instructions,98638852918.0,0.0,-98638852918.0,-1.0
TunnelFlag,37,superfast,branch-instructions,70831243422.0,,,
