sequence,qp,preset,metric,A_value,B_value,delta_B_minus_A,relative_change_B_over_A
Vertical_bees,37,faster,l1d_miss_rate,0.02157809856035104,0.04682746965739745,0.025249371097046412,1.170138834356851
WalkingInStreet,37,faster,l1d_miss_rate,0.01740555232604166,0.04878841339148301,0.031382861065441345,1.8030373571361626
WorldCup_1920x1080_30p,37,faster,l1d_miss_rate,0.022410023763165005,0.0474228044772699,0.0250127807141049,1.1161425341823155
WorldCup_far_1920x1080_30p,37,faster,l1d_miss_rate,0.02075191041705396,0.04816899321933037,0.027417082802276407,1.3211835561773144
Aerial3200,22,superfast,l1d_miss_rate,0.013908180332587727,0.04797580484210203,0.034067624509514303,2.449466694768959
Boat,22,superfast,l1d_miss_rate,0.012768447505763829,0.04796197627150927,0.03519352876574544,2.756288793125293
BoxingPractice,22,superfast,l1d_miss_rate,0.02006152854011863,0.04838666344268021,0.02832513490256158,1.411913097544764
Crosswalk,22,superfast,l1d_miss_rate,0.02052942848642282,0.048802423553914606,0.028272995067491785,1.3771934803830603
CrowdRun,22,superfast,l1d_miss_rate,0.014496534276958567,0.04833073100246293,0.03383419672550436,2.3339507277461435
DinnerSceneCropped,22,superfast,l1d_miss_rate,0.015527695132531619,0.04670137977566643,0.03117368464313481,2.007618283142598
FoodMarket,22,superfast,l1d_miss_rate,0.016480209244101398,0.04840566805348726,0.03192545880938587,1.9371998459796642
FoodMarket2,22,superfast,l1d_miss_rate,0.01996872880302843,0.04882567121864597,0.02885694241561754,1.4451066314867842
MeridianTalk_sdr,22,superfast,l1d_miss_rate,0.014811330846401556,0.048539317217954216,0.03372798637155266,2.2771745983749287
Motorcycle,22,superfast,l1d_miss_rate,0.01714108922904113,0.048724788424264524,0.03158369919522339,1.8425724744325467
MountainBike,22,superfast,l1d_miss_rate,0.016352667689142862,0.04870388233999708,0.03235121465085422,1.9783447732099015
Neon1224,22,superfast,l1d_miss_rate,0.02215195490339202,0.04878192318222409,0.02662996827883207,1.2021498055123954
NocturneDance_3840x2160p_8bit,22,superfast,l1d_miss_rate,0.021388470154620563,0.046834710511019555,0.025446240356398992,1.1897176456494636
OldTownCross,22,superfast,l1d_miss_rate,0.014346737440769884,0.04845197277519062,0.03410523533442074,2.3772119253749
PedestrianArea,22,superfast,l1d_miss_rate,0.018784991963367352,0.04895392082985237,0.03016892886648502,1.606012338217525
PierSeaSide,22,superfast,l1d_miss_rate,0.02135927128587716,0.04854530404623094,0.02718603276035378,1.2727977652650209
RitualDance,22,superfast,l1d_miss_rate,0.020823495753651094,0.04689336423111885,0.02606986847746776,1.2519448600697503
Riverbed,22,superfast,l1d_miss_rate,0.017168108315077382,0.04858362268148334,0.03141551436640596,1.8298762909607353
RushFieldCuts,22,superfast,l1d_miss_rate,0.01688062960084227,0.0485439004763044,0.03166327087546213,1.8757162276626382
Skater227,22,superfast,l1d_miss_rate,0.05383703571446284,0.04839980758799267,-0.00543722812647017,-0.10099419580431147
Tango,22,superfast,l1d_miss_rate,0.014698255597536092,0.04700999144760763,0.03231173585007154,2.1983381385399263
TimeLapse,22,superfast,l1d_miss_rate,0.02039708362644277,0.048921498388004706,0.028524414761561936,1.3984555480560417
ToddlerFountain,22,superfast,l1d_miss_rate,0.016092770192207034,0.04872391572176258,0.032631145529555546,2.0276897724766654
TreesAndGrass_1920_1080,22,superfast,l1d_miss_rate,0.012172386027898949,0.04836361032202621,0.036191224294127265,2.973223508618397
TunnelFlag,22,superfast,l1d_miss_rate,0.014133142847121314,0.04884361191211502,0.034710469064993706,2.455962515942705
Vertical_Carnaby,22,superfast,l1d_miss_rate,0.014505238638890295,0.04846543700661304,0.03396019836772274,2.3412367912838987
Vertical_bees,22,superfast,l1d_miss_rate,0.017116028097923282,0.046809104480287196,0.029693076382363914,1.734811149671262
WalkingInStreet,22,superfast,l1d_miss_rate,0.014076417774810855,0.04671034185200027,0.032633924077189416,2.318340120281626
WorldCup_1920x1080_30p,22,superfast,l1d_miss_rate,0.021152643902264474,0.046914029142186266,0.025761385239921792,1.2178801552634249
WorldCup_far_1920x1080_30p,22,superfast,l1d_miss_rate,0.017829974264693443,0.04854162748717791,0.03071165322248447,1.722473222145871
Aerial3200,27,superfast,l1d_miss_rate,0.015380992659992265,0.04821048187453223,0.032829489214539966,2.1344194058380412
Boat,27,superfast,l1d_miss_rate,0.013810652107538058,0.048466952471392384,0.03465630036385432,2.5093891362985246
BoxingPractice,27,superfast,l1d_miss_rate,0.02359381254047543,0.04874073429659974,0.025146921756124308,1.0658269710749164
Crosswalk,27,superfast,l1d_miss_rate,0.023707755558390522,0.04844611156883114,0.02473835601044062,1.0434710257372024
CrowdRun,27,superfast,l1d_miss_rate,0.012928450589526137,0.048228388287087844,0.035299937697561706,2.730407441566093
DinnerSceneCropped,27,superfast,l1d_miss_rate,0.018964331793682548,0.046762774143162586,0.027798442349480038,1.4658276733346511
FoodMarket,27,superfast,l1d_miss_rate,0.019040597079457308,0.04708808964136285,0.028047492561905543,1.4730363992716213
FoodMarket2,27,superfast,l1d_miss_rate,0.02201508585891695,0.048442583416810917,0.026427497557893965,1.2004267313447619
MeridianTalk_sdr,27,superfast,l1d_miss_rate,0.021422163258495382,0.04839318406578996,0.02697102080729458,1.2590241462471672
Motorcycle,27,superfast,l1d_miss_rate,0.019075243736096956,0.04853641062381659,0.029461166887719634,1.5444713208025185
MountainBike,27,superfast,l1d_miss_rate,0.01870150468809561,0.04857357424591147,0.029872069557815864,1.5973083479657575
Neon1224,27,superfast,l1d_miss_rate,0.024340975091958893,0.04913171300856901,0.024790737916610114,1.0184776009569068
NocturneDance_3840x2160p_8bit,27,superfast,l1d_miss_rate,0.018469518125293263,0.047013711959235406,0.028544193833942143,1.5454758288930135
OldTownCross,27,superfast,l1d_miss_rate,0.017092636123547295,0.04863366934529483,0.03154103322174753,1.8452995192646569
PedestrianArea,27,superfast,l1d_miss_rate,0.02098989328504193,0.0486855639767255,0.02769567069168357,1.3194764887833133
PierSeaSide,27,superfast,l1d_miss_rate,0.01787965436725281,0.04706376397445549,0.02918410960720268,1.6322524478244032
RitualDance,27,superfast,l1d_miss_rate,0.021755066384492375,0.04678843994576663,0.025033373561274257,1.1506916650513535
Riverbed,27,superfast,l1d_miss_rate,0.019742396179071184,0.046843492700388824,0.02710109652131764,1.3727359270627635
RushFieldCuts,27,superfast,l1d_miss_rate,0.018284505185200514,0.04863592459685415,0.03035141941165364,1.6599530096236943
Skater227,27,superfast,l1d_miss_rate,0.05394242322414569,0.04861597981669217,-0.0053264434074535225,-0.09874312441101647
Tango,27,superfast,l1d_miss_rate,0.02202047426459315,0.0470266353249653,0.02500616106037215,1.1355868524857207
TimeLapse,27,superfast,l1d_miss_rate,0.022520468716528855,0.04864393920978866,0.026123470493259807,1.1599878680183302
ToddlerFountain,27,superfast,l1d_miss_rate,0.017947541701879816,0.04875187423559333,0.030804332533713515,1.7163538631302964
TreesAndGrass_1920_1080,27,superfast,l1d_miss_rate,0.016295858312544292,0.04847365455870931,0.03217779624616502,1.974599657717634
TunnelFlag,27,superfast,l1d_miss_rate,0.019665097878261883,0.047002249481159795,0.027337151602897913,1.3901355473606283
Vertical_Carnaby,27,superfast,l1d_miss_rate,0.015150589469734474,0.04694591642991849,0.031795326960184014,2.098619794543298
Vertical_bees,27,superfast,l1d_miss_rate,0.018097880365627508,0.048593013363014706,0.0304951329973872,1.6850113041583166
WalkingInStreet,27,superfast,l1d_miss_rate,0.014591238163443829,0.047028549481500447,0.03243731131805662,2.223067772228094
WorldCup_1920x1080_30p,27,superfast,l1d_miss_rate,0.022881170680062044,0.0486623825722733,0.025781211892211258,1.1267435680061695
WorldCup_far_1920x1080_30p,27,superfast,l1d_miss_rate,0.02085184469287477,0.0483796476944314,0.02752780300155663,1.320161520815618
Aerial3200,32,superfast,l1d_miss_rate,0.01666522656977405,0.0486377714127085,0.03197254484293445,1.9185184617245765
Boat,32,superfast,l1d_miss_rate,0.015131767020192515,0.0488766244233441,0.033744857403151585,2.2300672061710256
BoxingPractice,32,superfast,l1d_miss_rate,0.02395995721039566,0.04896137308307864,0.025001415872682977,1.043466632813328
Crosswalk,32,superfast,l1d_miss_rate,0.023742225229235695,0.048426301905427155,0.02468407667619146,1.03966988931585
CrowdRun,32,superfast,l1d_miss_rate,0.014448916303033452,0.048070234264351884,0.03362131796131843,2.326909316670335
DinnerSceneCropped,32,superfast,l1d_miss_rate,0.017434890897970366,0.04699018535920868,0.029555294461238314,1.6951809239413658
FoodMarket,32,superfast,l1d_miss_rate,0.02120323796342699,0.046846053293627066,0.025642815330200075,1.209382046951075
FoodMarket2,32,superfast,l1d_miss_rate,0.0236667663988317,0.04854000030704515,0.024873233908213454,1.0509772855763393
MeridianTalk_sdr,32,superfast,l1d_miss_rate,0.02209030563600159,0.04849493621006412,0.026404630574062532,1.1953039948451274
Motorcycle,32,superfast,l1d_miss_rate,0.019371112675904505,0.04845428353572726,0.029083170859822757,1.5013681117037208
MountainBike,32,superfast,l1d_miss_rate,0.019895004080382153,0.04871124689277897,0.028816242812396815,1.448416029268957
Neon1224,32,superfast,l1d_miss_rate,0.0243658080944293,0.04871689573074704,0.024351087636317742,0.9993958559447522
NocturneDance_3840x2160p_8bit,32,superfast,l1d_miss_rate,0.024827504245564017,0.04651951809696954,0.021692013851405522,0.8737089977653022
OldTownCross,32,superfast,l1d_miss_rate,0.019911457565683594,0.048634361458915705,0.02872290389323211,1.4425314570006469
PedestrianArea,32,superfast,l1d_miss_rate,0.02220636220439866,0.04648378886345363,0.02427742665905497,1.0932644633818533
PierSeaSide,32,superfast,l1d_miss_rate,0.023674497162549237,0.04831549509117845,0.02464099792862921,1.0408245530810631
RitualDance,32,superfast,l1d_miss_rate,0.022113282752517314,0.04730439948327229,0.025191116730754973,1.1391848515972731
Riverbed,32,superfast,l1d_miss_rate,0.016969546868140634,0.047062483676197205,0.03009293680805657,1.7733494619443468
RushFieldCuts,32,superfast,l1d_miss_rate,0.019938335954312245,0.04703943830754813,0.027101102353235883,1.3592459478733219
Skater227,32,superfast,l1d_miss_rate,0.052791868384294525,0.04841534542821431,-0.004376522956080216,-0.0829014598275181
Tango,32,superfast,l1d_miss_rate,0.023361795494325446,0.048593271858273036,0.02523147636394759,1.080031557081145
TimeLapse,32,superfast,l1d_miss_rate,0.019292960401090353,0.048465177687314336,0.029172217286223982,1.5120653689091332
ToddlerFountain,32,superfast,l1d_miss_rate,0.019603346458199774,0.049018880379910396,0.02941553392171062,1.500536348956204
TreesAndGrass_1920_1080,32,superfast,l1d_miss_rate,0.01745110314821302,0.04873914317259237,0.03128804002437935,1.7928975468569859
TunnelFlag,32,superfast,l1d_miss_rate,0.02087971396542268,0.046919090271269594,0.026039376305846913,1.2471136505494644
Vertical_Carnaby,32,superfast,l1d_miss_rate,0.01982496512208228,0.04872063865718233,0.02889567353510005,1.4575396908473877
Vertical_bees,32,superfast,l1d_miss_rate,0.01832464331745161,0.04822346841071543,0.02989882509326382,1.6316183936191244
WalkingInStreet,32,superfast,l1d_miss_rate,0.016444454819738583,0.04873361931433645,0.03228916449459787,1.9635290344706708
WorldCup_1920x1080_30p,32,superfast,l1d_miss_rate,0.022569569599525833,0.048751904671129984,0.02618233507160415,1.1600724132618914
WorldCup_far_1920x1080_30p,32,superfast,l1d_miss_rate,0.02057638030796563,0.04695749921901806,0.02638111891105243,1.2821068874217707
Aerial3200,37,superfast,l1d_miss_rate,0.018204929442272408,0.04867723649315111,0.0304723070508787,1.6738492257004338
Boat,37,superfast,l1d_miss_rate,0.020523608297542434,0.048056292979369905,0.02753268468182747,1.3415128705766777
BoxingPractice,37,superfast,l1d_miss_rate,0.02503114753552239,0.04844221156958395,0.023411064034061558,0.9352772980478931
Crosswalk,37,superfast,l1d_miss_rate,0.024554375189610417,0.04845129092139586,0.023896915731785446,0.9732243458549432
CrowdRun,37,superfast,l1d_miss_rate,0.015565478984460144,0.04848278667121939,0.032917307686759247,2.1147635559189903
DinnerSceneCropped,37,superfast,l1d_miss_rate,0.022113408225361966,0.04861354547013052,0.026500137244768553,1.198374170761042
FoodMarket,37,superfast,l1d_miss_rate,0.02221749215503023,0.04814268405225722,0.025925191897226987,1.166882009739218
FoodMarket2,37,superfast,l1d_miss_rate,0.024924745143483838,0.04903016827814891,0.024105423134665075,0.967128169050388
MeridianTalk_sdr,37,superfast,l1d_miss_rate,0.018183218492159245,0.046867278299990524,0.02868405980783128,1.5775017948665184
Motorcycle,37,superfast,l1d_miss_rate,0.020854819944207507,0.04852755485448258,0.027672734910275075,1.3269227442052918
MountainBike,37,superfast,l1d_miss_rate,0.021607575625098425,0.04826605051520804,0.026658474890109616,1.2337559452595082
Neon1224,37,superfast,l1d_miss_rate,0.026526979520078754,0.04869495573941846,0.02216797621933971,0.8356766062476266
NocturneDance_3840x2160p_8bit,37,superfast,l1d_miss_rate,0.02585318941988433,0.04890495727676647,0.02305176785688214,0.8916411620437226
OldTownCross,37,superfast,l1d_miss_rate,0.021427367027594898,0.04867427028894191,0.027246903261347013,1.2715936225975648
PedestrianArea,37,superfast,l1d_miss_rate,0.022503768387045167,0.04653115989901007,0.024027391511964903,1.0677052437936059
PierSeaSide,37,superfast,l1d_miss_rate,0.025493877858880486,0.04851001659304065,0.02301613873416016,0.9028104261565985
RitualDance,37,superfast,l1d_miss_rate,0.02263513007687981,0.04856405952551532,0.025928929448635507,1.1455171390916847
Riverbed,37,superfast,l1d_miss_rate,0.022050089933836295,0.04869480223733567,0.026644712303499372,1.2083720467104553
RushFieldCuts,37,superfast,l1d_miss_rate,0.0210325251827486,0.04852328232262885,0.027490757139880247,1.3070592760981856
Skater227,37,superfast,l1d_miss_rate,0.05294790147705066,0.04923068263083896,-0.0037172188462116992,-0.07020521574066278
Tango,37,superfast,l1d_miss_rate,0.02426936066142994,0.048472114248252075,0.024202753586822136,0.9972555076527558
TimeLapse,37,superfast,l1d_miss_rate,0.026084192872957723,0.04844600982814185,0.02236181695518413,0.8572938048762593
ToddlerFountain,37,superfast,l1d_miss_rate,0.021412048662537254,0.04693945485039753,0.025527406187860275,1.1921982146679544
TreesAndGrass_1920_1080,37,superfast,l1d_miss_rate,0.018982818454570758,0.048642597890118836,0.029659779435548077,1.5624539373080544
TunnelFlag,37,superfast,l1d_miss_rate,0.017336486369814785,0.04723148304629046,0.029894996676475678,1.7243976685222095
Vertical_Carnaby,37,superfast,l1d_miss_rate,0.019649133402742394,0.04864924073694031,0.029000107334197917,1.4758975238139727
Vertical_bees,37,superfast,l1d_miss_rate,0.020113460535033774,0.048228222637085046,0.02811476210205127,1.3978083012160325
WalkingInStreet,37,superfast,l1d_miss_rate,0.01840389423845234,0.04710280373831776,0.028698909499865418,1.559393307091664
WorldCup_1920x1080_30p,37,superfast,l1d_miss_rate,0.023578039108524608,0.04866397320526172,0.02508593409673711,1.0639533669985017
WorldCup_far_1920x1080_30p,37,superfast,l1d_miss_rate,0.022533555362627987,0.04707522638844967,0.024541671025821686,1.0891166809177468
Aerial3200,22,veryfast,l1d_miss_rate,0.014783076476434771,0.04905700929557789,0.034273932819143114,2.318457384278441
Boat,22,veryfast,l1d_miss_rate,0.014402753005079838,0.04849654071314529,0.034093787708065454,2.367171588379014
BoxingPractice,22,veryfast,l1d_miss_rate,0.01784861097981679,0.04854614865003173,0.030697537670214936,1.7198838444586926
Crosswalk,22,veryfast,l1d_miss_rate,0.01828511563845261,0.04873939259026133,0.03045427695180872,1.6655227975569933
CrowdRun,22,veryfast,l1d_miss_rate,0.012960507722816332,0.048593671039922216,0.035633163317105886,2.7493647686637663
DinnerSceneCropped,22,veryfast,l1d_miss_rate,0.014077957950155793,0.04877537052317809,0.03469741257302229,2.464662325024086
FoodMarket,22,veryfast,l1d_miss_rate,0.014677234249982971,0.04864091742391581,0.03396368317393284,2.314038366865491
FoodMarket2,22,veryfast,l1d_miss_rate,0.014149445187894938,0.04804877799156671,0.03389933280367177,2.395806503612817
MeridianTalk_sdr,22,veryfast,l1d_miss_rate,0.017301494825316142,0.04902982983802565,0.03172833501270951,1.8338493484553438
Motorcycle,22,veryfast,l1d_miss_rate,0.012397774103690418,0.04828390012115753,0.035886126017467115,2.8945620171273303
MountainBike,22,veryfast,l1d_miss_rate,0.014803558591045702,0.048840461231220746,0.034036902640175046,2.2992378778953264
Neon1224,22,veryfast,l1d_miss_rate,0.019546422138851657,0.04856205997909521,0.029015637840243556,1.484447518534367
NocturneDance_3840x2160p_8bit,22,veryfast,l1d_miss_rate,0.019436714341748575,0.04826128326860167,0.028824568926853096,1.4829959642376453
OldTownCross,22,veryfast,l1d_miss_rate,0.012748481686165132,0.04848869978449467,0.035740218098329536,2.8034882096677776
PedestrianArea,22,veryfast,l1d_miss_rate,0.016625967419424202,0.04830825167882689,0.031682284259402685,1.9055904213061376
PierSeaSide,22,veryfast,l1d_miss_rate,0.01819021483174191,0.047023653298338824,0.028833438466596913,1.5851070882506888
RitualDance,22,veryfast,l1d_miss_rate,0.019203889084136127,0.04865298477387263,0.029449095689736502,1.5334964475536206
Riverbed,22,veryfast,l1d_miss_rate,0.015453262062241367,0.046578232764415105,0.031124970702173738,2.0141359524488203
RushFieldCuts,22,veryfast,l1d_miss_rate,0.01484041226537115,0.04845628431030138,0.03361587204493023,2.2651575605733023
Skater227,22,veryfast,l1d_miss_rate,0.04981827841990395,0.0487077110713488,-0.0011105673485551498,-0.022292367054407156
Tango,22,veryfast,l1d_miss_rate,0.016480034063506524,0.04912569340675087,0.03264565934324434,1.980921836535221
TimeLapse,22,veryfast,l1d_miss_rate,0.018288932430361216,0.04730409666689712,0.0290151642365359,1.5864875846098163
ToddlerFountain,22,veryfast,l1d_miss_rate,0.014493931319409119,0.048507519970523966,0.03401358865111485,2.3467469178335736
TreesAndGrass_1920_1080,22,veryfast,l1d_miss_rate,0.013533868658870147,0.04857249221865297,0.03503862355978282,2.5889584451389203
TunnelFlag,22,veryfast,l1d_miss_rate,0.01612587579388438,0.048021067888617555,0.031895192094733175,1.977888984288791
Vertical_Carnaby,22,veryfast,l1d_miss_rate,0.019462063360252215,0.048601968949701584,0.02913990558944937,1.4972670189206359
Vertical_bees,22,veryfast,l1d_miss_rate,0.018265997602606786,0.04876466765261267,0.030498670050005883,1.6696963786775785
WalkingInStreet,22,veryfast,l1d_miss_rate,0.013517153737140554,0.04886617326279833,0.03534901952565778,2.615122992093421
WorldCup_1920x1080_30p,22,veryfast,l1d_miss_rate,0.019756485917142318,0.049164388346086385,0.029407902428944067,1.488518887026736
WorldCup_far_1920x1080_30p,22,veryfast,l1d_miss_rate,0.016550989399425557,0.04718502984352315,0.030634040444097593,1.850888771952257
Aerial3200,27,veryfast,l1d_miss_rate,0.016298031702469813,0.04841350865207724,0.032115476949607424,1.9705126076506911
Boat,27,veryfast,l1d_miss_rate,0.01584045080082967,0.04824046283004915,0.03240001202921948,2.0453970935929724
BoxingPractice,27,veryfast,l1d_miss_rate,0.020530387158009793,0.04894642375116897,0.028416036593159177,1.3840964797428503
Crosswalk,27,veryfast,l1d_miss_rate,0.020546586540793183,0.04881181595460913,0.028265229413815946,1.3756654594522635
CrowdRun,27,veryfast,l1d_miss_rate,0.014766005176004604,0.04873839493490161,0.033972389758897006,2.300716365324293
DinnerSceneCropped,27,veryfast,l1d_miss_rate,0.017328156784869896,0.04884361191211502,0.03151545512724512,1.8187424963030625
FoodMarket,27,veryfast,l1d_miss_rate,0.017679733080672798,0.04848133606092823,0.03080160298025543,1.7421984166676843
FoodMarket2,27,veryfast,l1d_miss_rate,0.020057710364675428,0.04862668537924311,0.028568975014567684,1.4243387951638709
MeridianTalk_sdr,27,veryfast,l1d_miss_rate,0.015222593731001216,0.048861430916318144,0.033638837185316926,2.2097966864090015
Motorcycle,27,veryfast,l1d_miss_rate,0.01678689885771463,0.048992615412958594,0.032205716555243964,1.9185030438450175
MountainBike,27,veryfast,l1d_miss_rate,0.016023806815833846,0.04624791792828583,0.030224111112451983,1.8862004179048248
Neon1224,27,veryfast,l1d_miss_rate,0.020992080310436135,0.048612550374208405,0.02762047006377227,1.3157566880134721
NocturneDance_3840x2160p_8bit,27,veryfast,l1d_miss_rate,0.016453712494624004,0.04697384239373272,0.030520129899108718,1.8549084231951116
OldTownCross,27,veryfast,l1d_miss_rate,0.015322771637328087,0.04867283243797873,0.033350060800650644,2.176503154260026
PedestrianArea,27,veryfast,l1d_miss_rate,0.020269893205186906,0.048511319905019244,0.028241426699832338,1.3932696346227211
PierSeaSide,27,veryfast,l1d_miss_rate,0.01955667415238836,0.04884077365341166,0.029284099501023304,1.4973967082969977
RitualDance,27,veryfast,l1d_miss_rate,0.019717312403956234,0.04656164860601839,0.02684433620206216,1.361460205736554
Riverbed,27,veryfast,l1d_miss_rate,0.017292537687760724,0.04841827576898523,0.03112573808122451,1.7999520164848113
RushFieldCuts,27,veryfast,l1d_miss_rate,0.016755917557400718,0.046693458870041595,0.029937541312640877,1.7866846867731292
Skater227,27,veryfast,l1d_miss_rate,0.05178477152315824,0.04887684580330025,-0.0029079257198579914,-0.05615407067225472
Tango,27,veryfast,l1d_miss_rate,0.0201062896537273,0.04872354171597444,0.02861725206224714,1.423298507834939
TimeLapse,27,veryfast,l1d_miss_rate,0.019805134502354736,0.048675549642100954,0.028870415139746218,1.4577237602861854
ToddlerFountain,27,veryfast,l1d_miss_rate,0.01635086475394308,0.04877075238883551,0.03241988763489243,1.9827628766285426
TreesAndGrass_1920_1080,27,veryfast,l1d_miss_rate,0.011435890831713336,0.048299807648420436,0.0368639168167071,3.2235282199859996
TunnelFlag,27,veryfast,l1d_miss_rate,0.01826929379311769,0.04851763172080079,0.030248337927683104,1.655692785403566
Vertical_Carnaby,27,veryfast,l1d_miss_rate,0.0206005048528526,0.04841220618846624,0.027811701335613642,1.3500495028772312
Vertical_bees,27,veryfast,l1d_miss_rate,0.01956786850670002,0.04850923373142539,0.02894136522472537,1.4790249236811803
WalkingInStreet,27,veryfast,l1d_miss_rate,0.014360638907785038,0.04869520941383572,0.03433457050605068,2.3908804285467817
WorldCup_1920x1080_30p,27,veryfast,l1d_miss_rate,0.021325894790953762,0.04880760329605801,0.027481708505104247,1.2886544163559186
WorldCup_far_1920x1080_30p,27,veryfast,l1d_miss_rate,0.018041072640533704,0.0468355111039415,0.028794438463407793,1.5960491394904097
Aerial3200,32,veryfast,l1d_miss_rate,0.017631636527373887,0.04846879049993795,0.030837153972564063,1.7489672002192214
Boat,32,veryfast,l1d_miss_rate,0.017054398924287426,0.049017939726714366,0.03196354080242694,1.874210926126935
BoxingPractice,32,veryfast,l1d_miss_rate,0.021379798922632344,0.049062353672672004,0.02768255475003966,1.294799583953772
Crosswalk,32,veryfast,l1d_miss_rate,0.02111392438356531,0.04868984292443537,0.027575918540870062,1.3060536752861844
CrowdRun,32,veryfast,l1d_miss_rate,0.016167287714124966,0.048673024889178865,0.032505737175053895,2.0105869178448788
DinnerSceneCropped,32,veryfast,l1d_miss_rate,0.019177754634190795,0.04665499043624548,0.027477235802054682,1.4327660524484587
FoodMarket,32,veryfast,l1d_miss_rate,0.019396522035727247,0.04872148169186346,0.029324959656136212,1.5118669007836234
FoodMarket2,32,veryfast,l1d_miss_rate,0.016975013551462324,0.04860553181690249,0.031630518265440166,1.8633574677008333
MeridianTalk_sdr,32,veryfast,l1d_miss_rate,0.016589664650600584,0.04902091227998352,0.03243124762938294,1.9549067634835435
Motorcycle,32,veryfast,l1d_miss_rate,0.017716621376076977,0.04870734652938407,0.030990725153307093,1.749245778608462
MountainBike,32,veryfast,l1d_miss_rate,0.017187677544514564,0.04693031253160716,0.0297426349870926,1.7304627056251087
Neon1224,32,veryfast,l1d_miss_rate,0.021682166293537402,0.04850861313495084,0.02682644684141344,1.2372586059082733
NocturneDance_3840x2160p_8bit,32,veryfast,l1d_miss_rate,0.022093141425905172,0.04683935196921162,0.02474621054330645,1.1200856440583156
OldTownCross,32,veryfast,l1d_miss_rate,0.017807577170498422,0.04651927986336762,0.028711702692869195,1.6123306622776001
PedestrianArea,32,veryfast,l1d_miss_rate,0.020520608324895648,0.048696300723482154,0.028175692398586506,1.3730437203659158
PierSeaSide,32,veryfast,l1d_miss_rate,0.021222610128036352,0.04893719096020623,0.02771458083216988,1.30589878742376
RitualDance,32,veryfast,l1d_miss_rate,0.02056220539239582,0.04697122167681935,0.02640901628442353,1.2843474608122503
Riverbed,32,veryfast,l1d_miss_rate,0.019173331374672576,0.04669607923469283,0.027522747860020253,1.4354703062388532
RushFieldCuts,32,veryfast,l1d_miss_rate,0.018393108354502502,0.04888467561177807,0.030491567257275566,1.6577713059473957
Skater227,32,veryfast,l1d_miss_rate,0.05334120266929198,0.046894944722910385,-0.006446257946381595,-0.1208495051442221
Tango,32,veryfast,l1d_miss_rate,0.021101457564253526,0.04837573818650087,0.027274280622247345,1.2925306481411387
TimeLapse,32,veryfast,l1d_miss_rate,0.021402809385592827,0.04861925810310307,0.027216448717510246,1.271629729872324
ToddlerFountain,32,veryfast,l1d_miss_rate,0.017786541343254816,0.04871134218451359,0.030924800841258773,1.7386629724382237
TreesAndGrass_1920_1080,32,veryfast,l1d_miss_rate,0.015021781963458618,0.04847407104157205,0.033452289078113435,2.2269188275723963
TunnelFlag,32,veryfast,l1d_miss_rate,0.01574209670435262,0.048841115732348075,0.03309901902799546,2.1025800850812795
Vertical_Carnaby,32,veryfast,l1d_miss_rate,0.022006453325663936,0.04838215729096067,0.026375703965296732,1.198544062279103
Vertical_bees,32,veryfast,l1d_miss_rate,0.02046230255770058,0.04861504686874321,0.028152744311042633,1.375834622308813
WalkingInStreet,32,veryfast,l1d_miss_rate,0.015480059272030292,0.048802923032441464,0.03332286376041117,2.1526315355019117
WorldCup_1920x1080_30p,32,veryfast,l1d_miss_rate,0.017404187498562457,0.04873702094559672,0.03133283344703426,1.8003042916897027
WorldCup_far_1920x1080_30p,32,veryfast,l1d_miss_rate,0.015423178602820733,0.047607525023237236,0.0321843464204165,2.086751845986555
Aerial3200,37,veryfast,l1d_miss_rate,0.01949575118359156,0.04851214082849321,0.029016389644901646,1.4883442741782145
Boat,37,veryfast,l1d_miss_rate,0.018738084390859704,0.04892870118771652,0.030190616796856817,1.6111901391362913
BoxingPractice,37,veryfast,l1d_miss_rate,0.02238951424973259,0.04893616204674465,0.026546647797012057,1.185673235288216
Crosswalk,37,veryfast,l1d_miss_rate,0.021871851694124405,0.049049709846786825,0.02717785815266242,1.242595210169764
CrowdRun,37,veryfast,l1d_miss_rate,0.018106662087861842,0.04861985323467101,0.030513191146809168,1.6851913952303936
DinnerSceneCropped,37,veryfast,l1d_miss_rate,0.02050859707456061,0.046398932751570275,0.025890335677009664,1.2624137859300333
FoodMarket,37,veryfast,l1d_miss_rate,0.020465490500697653,0.04876051772068823,0.028295027219990575,1.3825726394891937
FoodMarket2,37,veryfast,l1d_miss_rate,0.022263551094294565,0.047044198116951784,0.02478064702265722,1.1130590496413533
MeridianTalk_sdr,37,veryfast,l1d_miss_rate,0.021420963353667426,0.048727629082544514,0.027306665728877088,1.2747636638947886
Motorcycle,37,veryfast,l1d_miss_rate,0.019223744656812817,0.04859944604716915,0.02937570139035633,1.528094651420877
MountainBike,37,veryfast,l1d_miss_rate,0.018713391746653273,0.04661408088616557,0.027900689139512293,1.4909477403796716
Neon1224,37,veryfast,l1d_miss_rate,0.022894177228082766,0.04859096189174944,0.025696784663666674,1.122415730762586
NocturneDance_3840x2160p_8bit,37,veryfast,l1d_miss_rate,0.022746586485648604,0.047045478405375166,0.024298891919726562,1.0682434454531164
OldTownCross,37,veryfast,l1d_miss_rate,0.019092293835296523,0.04852146857816886,0.029429174742872335,1.5414163953660558
